Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Kyle Tucker ","LAD","OF",13.130000114440918,562.259,1.697107119027911,2.502100102564228,4.254432939504193,2.6535824730518023,2.757452804794461,13.864675438942596,11.603575064486456,26.468250503429054,"Kyle Tucker","18345",663656
"Yordan Alvarez ","HOU","DH",33.38999938964844,543.074,6.87969200516453,4.472770181329696,2.939684516330462,-2.132894192769945,3.905133529917613,16.064386039972355,8.401389694984731,25.465775734957088,"Yordan Alvarez","19556",670541
"Jackson Chourio ","MIL","OF",19.3799991607666,594.109,2.1437054885423064,1.370441465300841,2.8340078746396418,3.919185558127116,1.7065572763584131,11.97389766296832,11.603575064486456,24.577472727454776,"Jackson Chourio","28806",694192
"Junior Caminero ","TBR","3B",16.479999542236328,570.613,2.2511010289398605,6.386797666065096,1.9261166765897129,-1.7063604432065662,6.205810536397836,15.06346546478594,8.401389694984731,24.464855159770668,"Junior Caminero","28163",691406
"Pete Crow-Armstrong ","CHC","OF",32.939998626708984,587.39,-1.4194446332971544,1.3965966144617772,2.1398630180800517,7.765564206252459,1.593307879756062,11.475887085253197,11.603575064486456,24.079462149739655,"Pete Crow-Armstrong","27769",691718
"Freddie Freeman ","LAD","1B",67.87999725341797,658.412,4.241428138398002,5.715535445344369,3.985768356315266,-1.0187332032169076,1.6665564580744374,14.590555194915167,8.485428816948463,24.075984011863632,"Freddie Freeman","5361",518692
"William Contreras ","MIL","C/DH",56.560001373291016,586.014,2.0285806192577844,1.611265590839263,1.2039015069687937,-1.371692876971014,-0.005333081358759567,3.466721758736067,19.52826284096506,23.994984599701123,"William Contreras","20503",661388
"Nick Kurtz ","ATH","1B",19.8700008392334,600.279,-0.16200376133398298,4.205831250358279,5.142630964282663,-1.922382919769152,7.171467378239653,14.43554291177746,8.485428816948463,23.920971728725927,"Nick Kurtz","35110",701762
"Francisco Lindor ","NYM","SS",25.350000381469727,644.192,-0.002007177198734967,1.5060569067766763,5.024244971964137,4.3029141702816895,2.5305134621915366,13.361722334015305,9.112007661449356,23.47372999546466,"Francisco Lindor","12916",596019
"Pete Alonso ","BAL","1B",24.440000534057617,642.471,-1.0224472160386329,6.884006182672662,3.7994157790452023,-2.521153187409513,6.124888166831521,13.264709725101243,8.485428816948463,22.750138542049708,"Pete Alonso","19251",624413
"Brent Rooker ","ATH","OF/DH",42.11000061035156,607.999,-0.2985863561871926,5.020152330360073,2.779125543176778,-1.639480973063745,4.195250552571232,10.056461096857143,11.603575064486456,22.6600361613436,"Brent Rooker","19627",667670
"Salvador Perez ","KCR","C/1B/DH",91.13999938964844,563.481,-0.602787007306421,3.4918574352021032,0.06283509349200234,-3.2976036026549833,2.4361261347203675,2.0904280534530693,19.52826284096506,22.61869089441813,"Salvador Perez","7304",521692
"Trea Turner ","PHI","SS",26.780000686645508,609.394,4.407649835825894,-0.21689492401787971,3.384254671012406,5.414606621738755,-0.8083906098391583,12.181225594720017,9.112007661449356,22.293233256169376,"Trea Turner","16252",607208
"James Wood ","WSN","OF/DH",37.790000915527344,597.537,0.15711344973197644,1.0744395333930015,3.462462855192644,2.175181692524514,2.6325745809106444,9.50177211175278,11.603575064486456,22.10534717623924,"James Wood","29518",695578
"Bryce Harper ","PHI","1B",47.900001525878906,598.364,2.646715967922826,4.207233970745174,2.856826674828582,-0.3523394860043039,2.7368323490513418,12.09526947654362,8.485428816948463,21.580698293492087,"Bryce Harper","11579",547180
"Shea Langeliers ","ATH","C",54.04999923706055,492.493,-1.4367068161763747,1.112511599115162,0.10387905651597278,-1.735810388062317,2.6808071180541493,0.7246805694465921,19.52826284096506,21.25294341041165,"Shea Langeliers","25816",669127
"George Springer ","TOR","OF/DH",94.37999725341797,608.582,-0.012972061499464055,1.3283412335118918,3.515668896851876,0.9590448154239438,2.3377814846270986,8.127864368915347,11.603575064486456,20.731439433401803,"George Springer","12856",543807
"Kyle Schwarber ","PHI","DH",24.690000534057617,626.373,-5.424395167855744,4.8294614935165185,5.442492923859833,-1.3337561332886767,7.79062373422103,11.304426850452963,8.401389694984731,20.705816545437695,"Kyle Schwarber","16478",656941
"Ketel Marte ","ARI","2B/DH",32.63999938964844,596.305,3.9662407462012808,1.6376240103217519,4.369581264969776,-1.3117785504689785,2.252504688223332,10.914172159247162,8.746241511376516,20.66041367062368,"Ketel Marte","13613",606466
"Zach Neto ","LAA","SS",32.29999923706055,598.581,-1.2932316954904157,0.6750986940444857,2.867425940005102,5.641381289903481,2.3587609347760368,10.249435163238688,9.112007661449356,20.361442824688044,"Zach Neto","31347",687263
"Matt Olson ","ATL","1B",48.0099983215332,651.293,-0.5925924000253452,5.727393397995525,3.9207004455914323,-3.1051477769051172,4.3934970195753635,10.343850686231859,8.485428816948463,19.82927950318032,"Matt Olson","14344",621566
"Mookie Betts ","LAD","SS",60.58000183105469,591.152,2.7693336391099854,2.6431448788119023,3.0774634723497885,-0.7998028464963343,0.9074166741020069,8.59755581787735,9.112007661449356,18.709563479326707,"Mookie Betts","13611",605141
"Wyatt Langford ","TEX","OF",37.75,558.778,-0.4810794015604913,0.6458727665144528,2.020385354595492,2.944260854868111,0.9287558808529542,6.058195455270519,11.603575064486456,18.661770519756974,"Wyatt Langford","33333",694671
"Cody Bellinger ","NYY","OF",80.98999786376953,573.919,0.889189426363764,2.904755334331335,0.9983642453651345,-0.2589181123901638,1.4755828671219375,6.008973760792006,11.603575064486456,18.61254882527846,"Cody Bellinger","15998",641355
"Manny Machado ","SDP","3B",37.52000045776367,591.132,1.7825960389065323,4.0258175362826645,1.291128905953662,-0.5619715912017313,2.4563464374633712,8.9939173274045,8.401389694984731,18.395307022389233,"Manny Machado","11493",592518
"Hunter Goodman ","COL","C/DH",67.36000061035156,468.571,-0.6498266370716547,0.9571075590839505,-1.5114100296901254,-2.6302294875849994,1.6152065385109813,-2.219152056751848,19.52826284096506,18.309110784213214,"Hunter Goodman","29715",696100
"Jackson Merrill ","SDP","OF",70.79000091552734,578.999,2.01458484477874,2.8430294305806196,0.6298376058539397,-1.2131839039212975,0.9555699428416791,5.229837920133681,11.603575064486456,17.833412984620136,"Jackson Merrill","29490",701538
"Maikel Garcia ","KCR","3B",63.150001525878906,620.014,3.4567586572019944,-0.7451797487543421,2.6250433401384115,5.355470051606321,-2.638166041390502,8.053926258801882,8.401389694984731,17.455315953786613,"Maikel Garcia","22715",672580
"Yainer Diaz ","HOU","C/DH",113.04000091552734,481.479,2.3646159950243377,-0.05603982566901475,-2.045521638947041,-2.8964623530848055,-0.46576436721603287,-3.099172189892556,19.52826284096506,17.429090651072503,"Yainer Diaz","23003",673237
"Brandon Nimmo ","TEX","OF",145.4600067138672,641.893,-0.5714012419220715,1.1350668463982283,3.2464383683479263,-0.17279965181861667,1.0700975424558292,4.707401863461295,11.603575064486456,17.310976927947756,"Brandon Nimmo","12927",607043
"Ben Rice ","NYY","C/1B/DH",53.189998626708984,464.664,-1.960144466398704,0.360731055832135,-0.9816852148293456,-2.169376915760066,1.3863495102922623,-3.3641260308637193,19.52826284096506,17.16413681010134,"Ben Rice","29576",700250
"Riley Greene ","DET","OF/DH",78.4800033569336,582.17,0.28569828250497925,3.2954315822634603,1.0383337741362202,-2.3423910289802055,2.1433315168488294,4.420404126773283,11.603575064486456,17.02397919125974,"Riley Greene","25976",682985
"Josh Naylor ","SEA","1B/DH",67.45999908447266,570.12,1.2630752303368986,2.9183418605566045,0.6602636303788134,1.605354231957859,1.019666831498354,7.4667017847285315,8.485428816948463,16.952130601676995,"Josh Naylor","18839",647304
"CJ Abrams ","WSN","SS",65,588.828,-0.808249183973158,0.3650214561305443,1.2436843025141104,6.036842672897325,-0.3380088527123341,6.499290394856487,9.112007661449356,16.61129805630584,"CJ Abrams","25768",682928
"Drake Baldwin ","ATL","C",78.62999725341797,485.094,1.4798353794186994,-1.0556829233344367,-0.5960459115858742,-3.0558504133246656,-0.7148013017796491,-3.942545170605926,19.52826284096506,16.58571767035913,"Drake Baldwin","31539",686948
"Austin Riley ","ATL","3B",59.36000061035156,616.633,0.24663301033803348,4.549668430150157,2.060205496785963,-2.567170842343712,2.821789785251206,7.111125880181646,8.401389694984731,16.512515575166375,"Austin Riley","18360",663586
"Jazz Chisholm Jr. ","NYY","2B/3B",19.520000457763672,545.576,-3.3355998980719583,1.2577474680232352,0.4171455888844796,5.711270374090944,2.4245369416408176,6.475100474567517,8.746241511376516,16.221341985944036,"Jazz Chisholm Jr.","20454",665862
"Yandy Díaz ","TBR","1B/DH",138.63999938964844,614.32,5.57803052637599,0.19765860412832356,3.1111645103727597,-2.3963882643457235,0.2272800496877149,6.717745426219067,8.485428816948463,16.20317424316753,"Yandy Diaz","16578",650490
"Jeremy Peña ","HOU","SS",122.9800033569336,598.831,2.7205430177556695,-0.3122612901445497,2.0373105668972853,2.0446347054717067,-0.778779287830575,5.711447712149537,9.112007661449356,15.823455373598893,"Jeremy Pena","21636",665161
"Adley Rutschman ","BAL","C",148.92999267578125,544.55,-0.6126096544138613,0.12187911791732156,-0.019025879866158068,-3.083339240012767,-1.1439833060145308,-4.737078962389996,19.52826284096506,15.791183878575064,"Adley Rutschman","26288",668939
"Alec Burleson ","STL","1B/OF/DH",175.19000244140625,540.963,3.4575316734421615,1.3804265379663978,-0.34377794202887174,-1.5021381301371668,0.13201238561629045,3.124054524858811,11.603575064486456,15.727629589345268,"Alec Burleson","27615",676475
"Teoscar Hernández ","LAD","OF",125.41999816894531,548.266,-0.6977982403592295,2.8219374192763595,0.18238888667629868,-1.5615450770174908,2.2844338488478253,3.029416837423764,11.603575064486456,15.632991901910223,"Teoscar Hernandez","13066",606192
"Michael Harris II ","ATL","OF",99.06999969482422,484.77,2.7029152158888943,-0.027139751326202718,-1.2777823452931307,1.6828164447093599,-0.4027459861691945,2.6780635778097266,11.603575064486456,15.281638642296185,"Michael Harris II","25931",671739
"Corey Seager ","TEX","SS",95.08999633789062,515.276,2.820437912837854,1.8858729334832802,0.8391784796255652,-2.5967221986332274,2.123950392111783,5.0727175194252565,9.112007661449356,15.18472518087461,"Corey Seager","13624",608369
"Randy Arozarena ","SEA","OF",89.37999725341797,631.303,-5.195682573773101,1.5838504760210723,1.7238932115387344,3.789044861715146,0.5657896706848852,2.466895646186737,11.603575064486456,15.070470710673195,"Randy Arozarena","19290",668227
"Jarren Duran ","BOS","OF",64.04000091552734,576.529,-0.14308446831503374,-0.17066566684228782,1.2406908252640945,3.422087024346216,-2.0026655313939106,2.346362183059079,11.603575064486456,14.949937247545536,"Jarren Duran","24617",680776
"Oneil Cruz ","PIT","OF",92.93000030517578,516.681,-3.5593488995372184,-1.2081379920212982,0.7407499599134301,5.665928983479359,0.6362013547814859,2.275393406615759,11.603575064486456,14.878968471102217,"Oneil Cruz","21711",665833
"Vinnie Pasquantino ","KCR","1B/DH",77.0999984741211,560.055,1.551717238119026,3.331410429178187,0.9857310244371642,-2.991811148539637,2.204192120479804,5.081239663674546,8.485428816948463,14.56666848062301,"Vinnie Pasquantino","27676",686469
"Will Smith ","LAD","C",95.69000244140625,472.159,-0.7103790339329926,-0.6960829835312059,-1.2170265356751253,-2.536774175804234,-0.8061528018232716,-5.96641553076683,19.52826284096506,14.56184731019823,"Will Smith","19197",669257
"Byron Buxton ","MIN","OF",73.4800033569336,488.814,-1.8889374207008698,-0.5476141855013474,0.7205856443492633,1.4219597959304568,2.138256052414977,1.8442498864924797,11.603575064486456,14.447824950978939,"Byron Buxton","14161",621439
"Rafael Devers ","SFG","1B/DH",61.619998931884766,622.074,-2.114663675029405,3.6334530585043656,2.7193493647893443,-2.715468619126736,3.434911833990835,4.957581963128403,8.485428816948463,14.443010780076866,"Rafael Devers","17350",646240
"Jose Altuve ","HOU","2B/OF/DH",116.5199966430664,586.847,1.5095614989056778,0.5231719730254754,1.9645061549889091,0.5109052712225212,0.1484369513296228,4.6565818494722055,8.746241511376516,14.402823360848721,"Jose Altuve","5417",514888
"Taylor Ward ","BAL","OF",148.42999267578125,610.312,-2.9987659065585888,2.173393372432311,2.3936550180412133,-1.8095197328587573,2.0180531399648958,1.7768158910210736,11.603575064486456,14.38039095550753,"Taylor Ward","17548",621493
"Nico Hoerner ","CHC","2B",101.93000030517578,602.002,5.210363763485614,-0.9930818710237571,-0.05400675869036022,4.734113651930453,-4.623869664144188,4.273519121557764,8.746241511376516,14.01976063293428,"Nico Hoerner","21479",663538
"Brice Turang ","MIL","2B",48.18000030517578,613.003,0.20335461981729228,-0.9925535233559061,1.6622339003898947,5.4363141502634535,-2.2569776257933416,4.052371521321392,8.746241511376516,13.79861303269791,"Brice Turang","22186",668930
"Alex Bregman ","CHC","3B",119.16999816894531,635.426,0.15139604913806218,3.126990311379722,2.311173515809729,-2.5445169952013993,1.2490833117210447,4.294126192847158,8.401389694984731,13.69551588783189,"Alex Bregman","17678",608324
"Munetaka Murakami ","CHW","1B",999,587.261,-5.365376211017339,3.9582340335711916,1.4169325165634952,-0.625909484859607,4.719619428081324,4.1035002823390645,8.485428816948463,13.58892909928753,"Munetaka Murakami","37120",808959
"Ezequiel Tovar ","COL","SS",209.22999572753906,602.993,0.7988828722546057,1.7368540642397559,0.7174226707866267,-0.3452052158229472,0.039742439162877764,2.947696830620919,9.112007661449356,13.059704492070274,"Ezequiel Tovar","24064",678662
"Agustín Ramírez ","MIA","C/DH",86.8499984741211,422.292,-1.26035199673058,-2.076111575139947,-3.1127479893171546,0.046062989795150555,-1.3166146456379042,-7.719763217030436,19.52826284096506,12.808499623934622,"Agustin Ramirez","26546",682663
"Alejandro Kirk ","TOR","C",160.25,445.579,2.187362727451617,-2.129967348578353,-2.6273040861285746,-3.1304726827113467,-2.2997360698952596,-8.000117459861917,19.52826284096506,12.528145381103142,"Alejandro Kirk","22581",672386
"Ian Happ ","CHC","OF",184.86000061035156,627.12,-3.6182467820851003,1.688163839659724,2.0457839461188994,-0.9201383954427816,0.6787593412852504,-0.125678050464008,11.603575064486456,12.477897014022448,"Ian Happ","17919",664023
"Masyn Winn ","STL","SS",364.7799987792969,648.973,0.5200839867542476,0.36528679372585293,2.007977649947873,0.8268410654246143,-1.4790165501859318,2.2411729456666563,9.112007661449356,12.353180607116013,"Masyn Winn","27479",691026
"Bryan Reynolds ","PIT","OF/DH",204.72000122070312,605.663,-0.9761044195913018,1.531173980784037,0.8104675279589059,-1.6877977977136776,-0.09972117102611956,-0.4219818795881559,11.603575064486456,12.1815931848983,"Bryan Reynolds","19326",668804
"Seiya Suzuki ","CHC","OF/DH",113.43000030517578,529.27,-0.8803475956723992,0.9950989373502275,0.0213587712299058,-1.2697169894234814,0.7102090805057952,-0.42339779600995225,11.603575064486456,12.180177268476504,"Seiya Suzuki","30116",673548
"Steven Kwan ","CLE","OF",169.60000610351562,573.283,3.480996440488639,-3.4852846309819157,1.2456047819206706,2.0897394156623585,-3.7625894930488166,-0.4315334859590641,11.603575064486456,12.172041578527393,"Steven Kwan","24610",680757
"Eugenio Suárez ","CIN","3B",97.91999816894531,563.019,-4.6188206837160815,3.526940961692895,0.7255182743284163,-2.476724660928254,4.919264525095384,2.0761784164723607,8.401389694984731,11.477568111457094,"Eugenio Suarez","12552",553993
"Andy Pages ","LAD","OF",133.4199981689453,492.668,-0.614294087193153,0.48393924928407084,-1.159603195932378,-0.47761178868980536,0.3932779958634513,-1.3742918266678144,11.603575064486456,11.229283237818644,"Andy Pages","24816",681624
"Geraldo Perdomo ","ARI","SS",76.7699966430664,556.962,1.9523024718686062,-0.963652673172172,0.574673738142994,2.509883277539914,-3.121974265514552,0.9512325488647903,9.112007661449356,11.063240210314147,"Geraldo Perdomo","22799",672695
"Luis Arraez ","SFG","1B/DH",280.04998779296875,591.681,9.350275781398468,-2.9564101671447673,0.8393293026156092,-0.27251046904348497,-5.477237476583931,1.4834469712418934,8.485428816948463,10.968875788190356,"Luis Arraez","18568",650333
"Tyler Soderstrom ","ATH","1B/OF",82.8499984741211,460.771,0.013367927063033247,0.18592323434283697,-1.4075583461788366,-1.823517735247136,0.7582022880454211,-2.273582631974681,11.603575064486456,10.329992432511776,"Tyler Soderstrom","27467",691016
"Bo Bichette ","NYM","SS",92.86000061035156,503.043,4.90342430524195,-0.4304047940579652,-0.9641193639222224,-1.846408182197158,-1.857167613963164,-0.19467564889855946,9.112007661449356,9.917332012550796,"Bo Bichette","19612",666182
"Luis Robert Jr. ","NYM","OF",105.63999938964844,489.095,-4.35672307266565,-1.2548754250007705,-1.7880021565176503,5.267019289284638,-0.7244720470472142,-2.857053411946647,11.603575064486456,9.74652165253981,"Luis Robert Jr.","20043",673357
"Gabriel Moreno ","ARI","C",181.22000122070312,400.478,2.7397978582736457,-3.7362583074613487,-3.8186211288644505,-2.1049995994269524,-3.949327178671516,-10.869408356150624,19.52826284096506,9.658854484814436,"Gabriel Moreno","22664",672515
"Heliot Ramos ","SFG","OF",218.8000030517578,536.935,-0.5206044119800252,0.0932428294879741,-0.6578172626701754,-1.5375389430696156,-0.33597074009841005,-2.9586885283302524,11.603575064486456,9.644886536156207,"Heliot Ramos","22515",671218
"Gleyber Torres ","DET","2B",261.510009765625,637.404,0.12567382931157492,0.005849004675310516,2.346286544301398,-1.7812193325542622,-0.9481735802320578,-0.251583534498037,8.746241511376516,9.49465797687848,"Gleyber Torres","16997",650402
"Jakob Marsee ","MIA","OF",137.0800018310547,541.349,-4.588621752386725,-4.023535132360886,0.45361458787711567,7.806171343539628,-3.078896080110636,-3.4312670334415043,11.603575064486456,9.172308031044953,"Jakob Marsee","31370",805300
"Lawrence Butler ","ATH","OF",157.22000122070312,480.389,-2.2427907582846136,-1.7620697901148168,-1.3658371161090972,1.969438046722204,-0.4079411154049861,-3.80920073319131,11.603575064486456,8.794374331295147,"Lawrence Butler","22542",671732
"Roman Anthony ","BOS","OF",50.75,511.079,0.7610591270749768,-2.9482948711011208,0.9013663894442736,-0.6637448171081797,-1.9212252495160178,-3.870839421206069,11.603575064486456,8.732735643280389,"Roman Anthony","31812",701350
"Matt Chapman ","SFG","3B",163.6199951171875,596.907,-4.0308896453735,1.205336310381508,1.4911877019951518,-0.39081714440886595,0.9257589254311333,-0.7994238519745722,8.401389694984731,8.60196584301016,"Matt Chapman","16505",656305
"Ryan Jeffers ","MIN","C/DH",298.05999755859375,453.969,-2.0116195987441805,-2.5682554022089943,-2.874262368231314,-2.63080434047385,-1.8432213291638835,-11.928163038822222,19.52826284096506,8.600099802142836,"Ryan Jeffers","24618",680777
"Daylen Lile ","WSN","OF",206.50999450683594,494.696,1.9938702960990908,-1.2754375369553357,-2.2974125510289336,0.79127128717804,-3.437506339048871,-4.225214843756009,11.603575064486456,8.378360220730448,"Daylen Lile","29995",695734
"Jo Adell ","LAA","OF",120.33000183105469,459.514,-3.2926765223964916,-0.101800474927746,-2.114617959914479,-1.0225876438321775,2.2936244105152515,-4.238058190555642,11.603575064486456,8.365516873930815,"Jo Adell","20220",666176
"Willy Adames ","SFG","SS",133.92999267578125,599.052,-4.967057698365905,1.2165425566582218,0.43625557992776726,0.14401514896039763,1.1751556165967585,-1.99508879622276,9.112007661449356,8.116918865226594,"Willy Adames","15986",642715
"Jacob Wilson ","ATH","SS",196.44000244140625,477.656,6.739043731055581,-1.7009730933518072,-1.761907624625897,-1.9273870661621224,-3.3915112288231577,-2.0427352819074027,9.112007661449356,8.069272379541953,"Jacob Wilson","33266",805779
"Adolis García ","PHI","OF",213.99000549316406,500,-3.709462530823055,0.12511282288002867,-1.7137656444085707,-0.19842917483894554,0.8911521695887209,-4.605392357601822,11.603575064486456,7.998182706884635,"Adolis Garcia","19287",666969
"Francisco Alvarez ","NYM","C",165.25,366.29,-2.104721968935156,-3.18082215382016,-3.8039359970671676,-2.80043729330736,-0.6945009684366218,-12.584418381566467,19.52826284096506,7.943844459398593,"Francisco Alvarez","26121",682626
"Ceddanne Rafaela ","BOS","2B/OF",125.02999877929688,510.005,-0.283896550063508,-0.8387965936020044,-1.5928759904553131,2.4765448732890456,-1.7302912927654346,-1.9693155535972147,8.746241511376516,7.776925957779302,"Ceddanne Rafaela","24262",678882
"Nolan Schanuel ","LAA","1B",594.6599731445312,558.658,1.9165887815263007,-0.8075977026074407,0.14108206072682303,-1.4807353195930966,-1.6288300224484054,-1.8594922023958191,8.485428816948463,7.6259366145526455,"Nolan Schanuel","33189",694384
"Marcus Semien ","NYM","2B",266.25,620.714,-3.6438125110789765,0.8891982031852569,0.8024652910300007,-0.47446722811088604,0.08366018367084616,-2.3429560613037586,8.746241511376516,7.403285450072758,"Marcus Semien","12533",543760
"Ozzie Albies ","ATL","2B",150.5,548.959,-0.09526591233462542,-0.25736744155256785,-0.7488288822957189,-0.12394191244645904,-1.2148736493188892,-2.4402777979482604,8.746241511376516,7.305963713428257,"Ozzie Albies","16556",645277
"Xander Bogaerts ","SDP","SS",237.1999969482422,519.972,1.9082926232864268,-1.440034516070788,-1.58026144284992,1.1177564501147441,-2.8223461776953185,-2.816593063214856,9.112007661449356,7.2954145982345,"Xander Bogaerts","12161",593428
"Bryson Stott ","PHI","2B",181.44000244140625,528.603,-0.34097138212298567,-1.720945566205687,-1.1445036600148315,3.694811874178001,-2.9591329548625875,-2.470741689028091,8.746241511376516,7.275499822348427,"Bryson Stott","26294",681082
"Jake Burger ","TEX","1B",236.72000122070312,502.812,-1.8025246907076153,1.6237736981830166,-1.1956010526323053,-2.811662765138141,1.8289179662243578,-2.3570968440706874,8.485428816948463,7.128331972877777,"Jake Burger","22275",669394
"Michael Busch ","CHC","1B",106.45999908447266,505.652,-1.743786050663379,0.008696340858884212,0.26155802876453116,-2.4809849891182485,1.240251744459437,-2.7142649256987754,8.485428816948463,6.771163891249688,"Michael Busch","26319",683737
"Brenton Doyle ","COL","OF",166.25,483.949,-2.232457152918761,-2.0287845030597893,-2.375546041918864,2.173423679370672,-1.647052608975592,-6.1104166275023335,11.603575064486456,6.493158436984124,"Brenton Doyle","25479",686668
"Daulton Varsho ","TOR","OF",192.2100067138672,518.521,-5.68848818370655,-0.14461292868304948,-0.3318988360511215,-1.0675909425890653,1.0390479562354007,-6.1935429347943876,11.603575064486456,6.41003212969207,"Daulton Varsho","19918",662139
"Alec Bohm ","PHI","3B",239.8699951171875,532.437,2.8924067769589517,0.24758862250163927,-1.2619107393075015,-2.5962826147315448,-2.2740809272144897,-2.9922788817929447,8.401389694984731,6.409110813191787,"Alec Bohm","21618",664761
"Iván Herrera ","STL","DH",178.42999267578125,472.125,2.1764221678233158,-1.277104819096616,-1.7017917354085068,-1.0762467067297772,-1.681618587321802,-3.5603396807333856,8.401389694984731,5.841050014251347,"Ivan Herrera","20599",671056
"Austin Wells ","NYY","C",246.13999938964844,386.287,-3.8269325799254905,-3.5469500191407173,-3.9422413971422183,-1.9318839941598265,-1.5291271387433143,-14.777135129111569,19.52826284096506,5.751127711853489,"Austin Wells","27562",669224
"Trevor Story ","BOS","SS",111.33000183105469,481.54,-1.9392101635537486,-1.8278230840913985,-1.6457049746394352,2.1473546530618823,-1.3510209438821634,-4.616404513104863,9.112007661449356,5.495603148344493,"Trevor Story","12564",596115
"Samuel Basallo ","BAL","C",160.94000244140625,363.633,-2.1721213523726957,-3.9149903323338937,-4.736753207938365,-2.687337345362811,-1.5810769067088488,-15.092279144716615,19.52826284096506,5.435983696248443,"Samuel Basallo","28824",694212
"Christian Yelich ","MIL","DH",127.22000122070312,475.637,-0.08956243323005207,-1.2217850338384812,-1.8856406510438408,0.7673327071105261,-1.559497608157832,-3.98915301915968,8.401389694984731,5.412236675825052,"Christian Yelich","11477",592885
"Luke Keaschall ","MIN","2B",114.8499984741211,479.307,1.2382080295239262,-2.649323795984961,-2.128362243535773,3.233384368850995,-4.055344095620343,-4.361437736766155,8.746241511376516,5.384803774610361,"Luke Keaschall","33321",807712
"Brendan Donovan ","SEA","2B",268.5799865722656,544.974,2.5817601649398982,-2.66848241171171,0.23342882291661304,-1.4255209051827393,-3.16345374440848,-4.442268073446419,8.746241511376516,5.3039734379300985,"Brendan Donovan","24679",680977
"Royce Lewis ","MIN","3B",193.64999389648438,468.021,-1.187057370157454,-0.7023672949990388,-2.046350447187568,-0.3868612923598315,0.09225165913238416,-4.2303847455715085,8.401389694984731,5.1710049494132235,"Royce Lewis","20437",668904
"Wilyer Abreu ","BOS","OF",199.89999389648438,429.527,-1.2919183380855508,-1.8090097175749194,-2.480395311778586,-1.054269123910079,-0.8097092092490645,-7.4453017005982005,11.603575064486456,5.158273363888258,"Wilyer Abreu","23772",677800
