Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Kyle Tucker ","LAD","OF",13.130000114440918,651,2.6932287143687,4.19662287671354,4.57725587367859,3.18200148755467,3.20755460189047,17.856663554206,10.553832793224087,29.41049634743005,"Kyle Tucker","18345",663656
"Cal Raleigh ","SEA","C/DH",18.729999542236328,637,-3.093432921682,4.78858983169472,2.05074187906937,-1.13606191987744,5.88089564620948,8.49073251541413,19.785718440951914,29.27645095636604,"Cal Raleigh","21534",663728
"Corbin Carroll ","ARI","OF",14.100000381469727,637,1.00966493642607,1.03946578348056,8.0225022299639,6.34858131967156,0.916119421045599,17.3363336905877,10.553832793224087,28.890166483811768,"Corbin Carroll","25878",682998
"Yordan Alvarez ","HOU","DH",33.38999938964844,560,7.46013269584846,3.80197824005941,2.51010805990741,-2.28754549519268,4.3532721923129,15.8379456929355,8.538446347189781,25.37639204012529,"Yordan Alvarez","19556",670541
"Junior Caminero ","TBR","3B",16.479999542236328,665,4.07479615205526,5.18323446834884,2.96947424074545,-2.28754549519268,5.49898978273534,15.4389491486922,8.538446347189781,24.977395495881993,"Junior Caminero","28163",691406
"Pete Crow-Armstrong ","CHC","OF",32.939998626708984,644,-0.51591374288336,2.02607737511587,2.96947424074545,6.92432310732918,1.29802528451974,12.7019862648269,10.553832793224087,24.255819058050967,"Pete Crow-Armstrong","27769",691718
"Bryce Harper ","PHI","1B",47.900001525878906,665,2.38505700611686,4.78858983169472,3.19915733116447,-0.560320132219828,3.58946046536461,13.4019445021208,9.804671645785488,24.206616147906324,"Bryce Harper","11579",547180
"Brent Rooker ","ATH","OF/DH",42.11000061035156,672,0.994385074476323,5.18323446834884,3.42884042158349,-1.71180370753506,4.73517805578705,12.6298343126606,10.553832793224087,24.183667105884734,"Brent Rooker","19627",667670
"Pete Alonso ","BAL","1B",24.440000534057617,679,-0.272107724468083,6.76181301496533,3.42884042158349,-2.86328728285029,6.26280150968362,13.3180599389141,9.804671645785488,24.12273158469956,"Pete Alonso","19251",624413
"José Ramírez ","CLE","3B/DH",6.28000020980835,679,1.50345234125239,2.02607737511587,2.73979115032643,7.21219400115798,0.534213557571454,14.0157284254241,8.538446347189781,23.55417477261391,"Jose Ramirez","13510",608070
"Jackson Chourio ","MIL","OF",19.3799991607666,651,2.3206913162803,2.61804433009705,2.28042496948839,3.46987238138348,1.29802528451974,11.987058281769,10.553832793224087,23.54089107499306,"Jackson Chourio","28806",694192
"Austin Riley ","ATL","3B",59.36000061035156,672,3.19774373416778,5.57787910500296,3.65852351200251,-2.86328728285029,4.3532721923129,13.9241312606359,8.538446347189781,23.462577607825647,"Austin Riley","18360",663586
"Kyle Schwarber ","PHI","DH",24.690000534057617,686,-3.780317396018,6.16984605998415,4.57725587367859,-1.99967460136387,8.17233082705435,13.1394407633352,8.538446347189781,22.677887110525,"Kyle Schwarber","16478",656941
"Riley Greene ","DET","OF/DH",78.4800033569336,651,2.45559806394919,3.21001128507823,3.88820660242153,-2.28754549519268,3.20755460189047,10.4738250581468,10.553832793224087,22.027657851370837,"Riley Greene","25976",682985
"Hunter Goodman ","COL","C/DH",67.36000061035156,583,0.164795363456868,2.02607737511587,-0.246089025120831,-3.1511581766791,2.44374287494218,1.23736841171498,19.785718440951914,22.023086852666896,"Hunter Goodman","29715",696100
"Nick Kurtz ","ATH","1B",19.8700008392334,616,1.59382550801146,4.59126751336766,2.73979115032643,-2.86328728285029,5.11708391926119,11.1786808081164,9.804671645785488,21.98335245390194,"Nick Kurtz","35110",701762
"Zach Neto ","LAA","SS",32.29999923706055,665,-0.342648782300416,2.81536664842411,1.82105878865035,4.90922685052752,2.44374287494218,11.6467463802437,8.978848907125535,21.625595287369276,"Zach Neto","31347",687263
"William Contreras ","MIL","C/DH",56.560001373291016,610,1.78854569853992,0.250176510172317,0.442960246136229,-1.71180370753506,-0.61150403285098,0.158374714462429,19.785718440951914,20.944093155414347,"William Contreras","20503",661388
"Wyatt Langford ","TEX","OF",37.75,644,-0.0728352869626342,2.02607737511587,2.73979115032643,2.89413059372587,1.67993114799389,9.26709498019942,10.553832793224087,20.820927773423506,"Wyatt Langford","33333",694671
"Matt Olson ","ATL","1B",48.0099983215332,686,-0.52664135785612,5.18323446834884,3.88820660242153,-3.43902907050791,4.3532721923129,9.45904283471925,9.804671645785488,20.26371448050474,"Matt Olson","14344",621566
"Salvador Perez ","KCR","C/1B/DH",91.13999938964844,618,-0.992798164741153,2.22339969344293,-1.62418756763495,-3.43902907050791,2.82564873841632,-1.00696637102476,19.785718440951914,19.778752069927155,"Salvador Perez","7304",521692
"Freddie Freeman ","LAD","1B",67.87999725341797,651,3.11029969336692,3.01268896675117,2.73979115032643,-1.13606191987744,0.916119421045599,8.64283731161267,9.804671645785488,19.44750895739816,"Freddie Freeman","5361",518692
"Shea Langeliers ","ATH","C",54.04999923706055,524,0.152444627465321,0.644821146826439,-1.85387065805397,-1.99967460136387,1.67993114799389,-1.37634833713219,19.785718440951914,19.40937010381972,"Shea Langeliers","25816",669127
"Ben Rice ","NYY","C/1B/DH",53.189998626708984,546,-1.63384305322792,0.8421434651535,-0.475772115539852,-2.28754549519268,2.06183701146803,-1.49318018733891,19.785718440951914,19.292538253613003,"Ben Rice","29576",700250
"Byron Buxton ","MIN","OF",73.4800033569336,560,-0.279906213482645,1.63143273846174,1.13200951739329,1.45477612458183,3.20755460189047,7.14586676884468,10.553832793224087,18.69969956206877,"Byron Buxton","14161",621439
"Jazz Chisholm Jr. ","NYY","2B/3B",19.520000457763672,602,-1.96802223840226,1.43411042013468,0.672643336555249,5.77283953201394,2.44374287494218,8.3553139252438,9.27394518882176,18.629259114065555,"Jazz Chisholm Jr.","20454",665862
"Drake Baldwin ","ATL","C",78.62999725341797,571,1.85291138837648,-0.341790444808866,-0.475772115539852,-3.43902907050791,-0.229598169376836,-2.63327841185698,19.785718440951914,18.152440029094937,"Drake Baldwin","31539",686948
"Jarren Duran ","BOS","OF",64.04000091552734,602,1.59382550801146,-0.341790444808866,3.88820660242153,3.18200148755467,-1.75722162327341,6.56502152990538,10.553832793224087,18.118854323129472,"Jarren Duran","24617",680776
"Trea Turner ","PHI","SS",26.780000686645508,644,3.50591544241962,-0.341790444808866,1.59137569823133,4.62135595669871,-1.37531575979927,8.00154089274152,8.978848907125535,17.980389799867055,"Trea Turner","16252",607208
"James Wood ","WSN","OF/DH",37.790000915527344,644,-0.34882415029619,1.63143273846174,2.28042496948839,1.16690523075302,1.67993114799389,6.40986993640085,10.553832793224087,17.963702729624938,"James Wood","29518",695578
"Michael Harris II ","ATL","OF",99.06999969482422,574,4.10535587595475,0.447498828499378,0.213277155717209,1.74264701841063,-0.229598169376836,6.27918070920514,10.553832793224087,17.833013502429225,"Michael Harris II","25931",671739
"Jo Adell ","LAA","OF",120.33000183105469,609,-1.4804102015717,3.01268896675117,0.672643336555249,-0.560320132219828,4.3532721923129,5.99787416182779,10.553832793224087,17.551706955051873,"Jo Adell","20220",666176
"Francisco Lindor ","NYM","SS",25.350000381469727,651,-0.748992146325876,1.63143273846174,1.82105878865035,3.46987238138348,1.29802528451974,7.47139704668944,8.978848907125535,17.450245953814978,"Francisco Lindor","12916",596019
"Bo Bichette ","NYM","SS",92.86000061035156,658,4.72949778147298,1.8287550567888,1.82105878865035,-1.71180370753506,-0.229598169376836,6.43790975000024,8.978848907125535,16.416758657125776,"Bo Bichette","19612",666182
"Teoscar Hernández ","LAD","OF",125.41999816894531,595,0.235336421289201,3.21001128507823,-0.0164059347018114,-1.42393281370625,2.82564873841632,4.83065769637569,10.553832793224087,16.384490489599777,"Teoscar Hernandez","13066",606192
"Ketel Marte ","ARI","2B/DH",32.63999938964844,637,2.1627062176471,1.8287550567888,2.51010805990741,-1.99967460136387,1.29802528451974,5.7999200174992,9.27394518882176,16.073865206320953,"Ketel Marte","13613",606466
"Rafael Devers ","SFG","1B/DH",61.619998931884766,686,-1.23042881516066,3.21001128507823,3.19915733116447,-2.86328728285029,2.82564873841632,5.14110125664808,9.804671645785488,15.945772902433568,"Rafael Devers","17350",646240
"Manny Machado ","SDP","3B",37.52000045776367,644,1.19983287997755,2.81536664842411,0.213277155717209,-0.560320132219828,2.44374287494218,6.11189942684121,8.538446347189781,15.650345774030994,"Manny Machado","11493",592518
"Jackson Merrill ","SDP","OF",70.79000091552734,630,1.65981431886681,1.63143273846174,1.59137569823133,-1.71180370753506,0.916119421045599,4.08693846907042,10.553832793224087,15.640771262294503,"Jackson Merrill","29490",701538
"Corey Seager ","TEX","SS",95.08999633789062,567,3.13013180229365,2.02607737511587,0.213277155717209,-2.86328728285029,2.82564873841632,5.33184778869275,8.978848907125535,15.310696695818288,"Corey Seager","13624",608369
"Randy Arozarena ","SEA","OF",89.37999725341797,679,-3.98576520151922,1.63143273846174,2.05074187906937,3.46987238138348,0.534213557571454,3.70049535496683,10.553832793224087,15.254328148190911,"Randy Arozarena","19290",668227
"Yainer Diaz ","HOU","C/DH",113.04000091552734,517,2.98904968662898,-1.32840203644417,-3.46165229098712,-3.1511581766791,-0.993409896325125,-5.94557271380653,19.785718440951914,14.84014572714539,"Yainer Diaz","23003",673237
"Mookie Betts ","LAD","SS",60.58000183105469,651,0.782761900979326,1.63143273846174,2.73979115032643,-0.560320132219828,0.152307694097309,4.74597335164498,8.978848907125535,14.724822258770516,"Mookie Betts","13611",605141
"Oneil Cruz ","PIT","OF",92.93000030517578,560,-2.66725744872981,-0.144468126481805,-0.0164059347018114,4.90922685052752,0.916119421045599,2.9972147616597,10.553832793224087,14.551047554883782,"Oneil Cruz","21711",665833
"CJ Abrams ","WSN","SS",65,630,0.170970731452642,-0.933757399790049,1.13200951739329,5.48496863818514,-1.37531575979927,4.47887572744175,8.978848907125535,14.457724634567285,"CJ Abrams","25768",682928
"Vinnie Pasquantino ","KCR","1B/DH",77.0999984741211,637,1.94653079717312,2.42072201176999,1.13200951739329,-3.1511581766791,1.29802528451974,3.64612943417704,9.804671645785488,14.450801079962531,"Vinnie Pasquantino","27676",686469
"Maikel Garcia ","KCR","3B",63.150001525878906,665,2.50468389183601,-0.933757399790049,1.82105878865035,4.3334850628699,-3.28484507716999,4.44062526639622,8.538446347189781,13.979071613586,"Maikel Garcia","22715",672580
"Will Smith ","LAD","C",95.69000244140625,500,0.00518714380488196,-1.52572435477123,-1.85387065805397,-2.86328728285029,-0.61150403285098,-6.84919918472159,19.785718440951914,13.936519256230321,"Will Smith","19197",669257
"Adley Rutschman ","BAL","C",148.92999267578125,566,0.0175378797964297,-1.13107971811711,-0.705455205958872,-3.43902907050791,-1.75722162327341,-7.01524773806087,19.785718440951914,13.770470702891043,"Adley Rutschman","26288",668939
"Taylor Ward ","BAL","OF",148.42999267578125,658,-2.81126869035267,2.81536664842411,1.59137569823133,-1.99967460136387,2.44374287494218,2.03954192988108,10.553832793224087,13.593374723105168,"Taylor Ward","17548",621493
"George Springer ","TOR","OF/DH",94.37999725341797,595,-0.333544288346444,0.250176510172317,0.213277155717209,0.591163443095403,0.916119421045599,1.63719224168408,10.553832793224087,13.19102503490817,"George Springer","12856",543807
"Roman Anthony ","BOS","OF",50.75,630,1.05257539631711,0.0528541918452561,2.73979115032643,-1.42393281370625,-0.993409896325125,1.42787802845742,10.553832793224087,12.981710821681506,"Roman Anthony","31812",701350
"Luis Robert Jr. ","NYM","OF",105.63999938964844,567,-2.8021641963987,0.0528541918452561,-2.08355374847299,6.06071042584275,0.152307694097309,1.38015436691363,10.553832793224087,12.93398716013771,"Luis Robert Jr.","20043",673357
"Jeremy Peña ","HOU","SS",122.9800033569336,623,2.68250109939594,-0.539112763135927,0.672643336555249,1.45477612458183,-1.37531575979927,2.89549203759782,8.978848907125535,12.87434094472335,"Jeremy Pena","21636",665161
"Andy Pages ","LAD","OF",133.4199981689453,609,-0.939160089877354,2.02607737511587,-0.0164059347018114,-1.13606191987744,1.29802528451974,1.232474715179,10.553832793224087,12.78630750840309,"Andy Pages","24816",681624
"Seiya Suzuki ","CHC","OF/DH",113.43000030517578,567,-0.0039173501490898,0.447498828499378,0.672643336555249,-1.42393281370625,0.916119421045599,0.608411422244884,10.553832793224087,12.162244215468972,"Seiya Suzuki","30116",673548
"Agustín Ramírez ","MIA","C/DH",86.8499984741211,493,-1.20149221227995,-2.11769130975241,-4.15070156224417,0.0154216554377875,-1.37531575979927,-8.82977918863802,19.785718440951914,11.955939252313891,"Agustin Ramirez","26546",682663
"Alejandro Kirk ","TOR","C",160.25,495,3.02578477852425,-3.10430290138772,-3.46165229098712,-3.43902907050791,-2.13912748674756,-9.11832697110605,19.785718440951914,11.667391469845862,"Alejandro Kirk","22581",672386
"Lawrence Butler ","ATH","OF",157.22000122070312,581,-1.40531689676239,0.0528541918452561,-0.705455205958872,2.31838880606825,-0.229598169376836,0.0308727258154116,10.553832793224087,11.584705519039499,"Lawrence Butler","22542",671732
"Josh Naylor ","SEA","1B/DH",67.45999908447266,623,-0.164831574740486,0.644821146826439,-0.705455205958872,1.45477612458183,-0.61150403285098,0.617806457857927,9.804671645785488,11.422478103643416,"Josh Naylor","18839",647304
"Yandy Díaz ","TBR","1B/DH",138.63999938964844,651,3.7220908628936,-0.144468126481805,0.90232642697427,-3.1511581766791,-0.993409896325125,0.33538109038184,9.804671645785488,11.140052736167329,"Yandy Diaz","16578",650490
"Ceddanne Rafaela ","BOS","2B/OF",125.02999877929688,609,0.08970205864755,-0.736435081462988,-0.0164059347018114,2.89413059372587,-1.37531575979927,0.855675876409347,9.27394518882176,11.129621065231106,"Ceddanne Rafaela","24262",678882
"Willy Adames ","SFG","SS",133.92999267578125,679,-4.10994433421536,2.22339969344293,1.13200951739329,0.0154216554377875,1.67993114799389,0.940817680052536,8.978848907125535,10.919666587178071,"Willy Adames","15986",642715
"Tyler Soderstrom ","ATH","1B/OF",82.8499984741211,581,-0.241548000568592,1.23678810180762,-0.475772115539852,-2.57541638902148,1.29802528451974,-0.757923118802561,10.553832793224087,10.795909674421527,"Tyler Soderstrom","27467",691016
"Ezequiel Tovar ","COL","SS",209.22999572753906,651,0.431679732836452,1.23678810180762,0.442960246136229,-1.13606191987744,-0.229598169376836,0.745767991526024,8.978848907125535,10.724616898651558,"Ezequiel Tovar","24064",678662
"Christian Yelich ","MIL","DH",127.22000122070312,637,-0.960615319822874,-0.341790444808866,0.672643336555249,2.03051791223944,-0.229598169376836,1.17115731478612,8.538446347189781,10.709603661975898,"Christian Yelich","11477",592885
"Jacob Wilson ","ATH","SS",196.44000244140625,616,7.32684906919836,-0.539112763135927,-0.246089025120831,-2.28754549519268,-3.66675094064414,0.587350845104783,8.978848907125535,10.566199752230318,"Jacob Wilson","33266",805779
"Dansby Swanson ","CHC","SS",152.30999755859375,686,-3.80632487294051,1.23678810180762,0.672643336555249,1.45477612458183,0.916119421045599,0.47400211104979,8.978848907125535,10.452851018175325,"Dansby Swanson","18314",621020
"Samuel Basallo ","BAL","C",160.94000244140625,445,0.0802804486142002,-2.51233594640654,-4.15070156224417,-3.1511581766791,-0.61150403285098,-10.3454192695666,19.785718440951914,10.440299171385325,"Samuel Basallo","28824",694212
"Geraldo Perdomo ","ARI","SS",76.7699966430664,686,-0.0666599189668603,-1.52572435477123,2.96947424074545,2.31838880606825,-3.28484507716999,0.410633695905616,8.978848907125535,10.38948260303115,"Geraldo Perdomo","22799",672695
"Brice Turang ","MIL","2B",48.18000030517578,651,-0.483730897965081,-1.72304667309829,0.213277155717209,4.62135595669871,-2.5210333502217,0.106822191130844,9.27394518882176,10.380767379952603,"Brice Turang","22186",668930
"Jung Hoo Lee ","SFG","OF",339.44000244140625,616,2.72541155928697,-1.52572435477123,2.05074187906937,-0.848191026048636,-3.66675094064414,-1.26451288310766,10.553832793224087,10.289319910116426,"Jung Hoo Lee","33824",808982
"Adolis García ","PHI","OF",213.99000549316406,609,-3.36942178501556,1.43411042013468,-1.39450447721593,0.303292549266595,1.67993114799389,-1.34659214483632,10.553832793224087,10.207240648387765,"Adolis Garcia","19287",666969
"Ian Happ ","CHC","OF",184.86000061035156,658,-3.04434709379519,1.03946578348056,1.59137569823133,-1.13606191987744,0.152307694097309,-1.39725983786343,10.553832793224087,10.156572955360657,"Ian Happ","17919",664023
"Michael Busch ","CHC","1B",106.45999908447266,602,-1.9572946234295,1.63143273846174,0.213277155717209,-2.86328728285029,2.06183701146803,-0.914035000632803,9.804671645785488,9.890636645152686,"Michael Busch","26319",683737
"Trevor Story ","BOS","SS",111.33000183105469,665,-3.68214574024438,0.644821146826439,-0.935138296377892,4.0456141690411,-0.229598169376836,-0.156446890131568,8.978848907125535,9.822402016993967,"Trevor Story","12564",596115
"Jake Burger ","TEX","1B",236.72000122070312,595,-1.37768629882109,1.63143273846174,-0.935138296377892,-3.1511581766791,2.82564873841632,-1.00690129500002,9.804671645785488,9.797770350785472,"Jake Burger","22275",669394
"Cody Bellinger ","NYY","OF",80.98999786376953,616,-1.39914152876661,0.0528541918452561,0.442960246136229,-0.27244923839102,-0.61150403285098,-1.78728036202713,10.553832793224087,9.766552431196958,"Cody Bellinger","15998",641355
"Heliot Ramos ","SFG","OF",218.8000030517578,637,-0.646268243575265,0.0528541918452561,0.672643336555249,-1.71180370753506,-0.229598169376836,-1.86217259208665,10.553832793224087,9.691660201137433,"Heliot Ramos","22515",671218
"Mike Trout ","LAA","OF/DH",178.44000244140625,560,-2.34835812550521,0.250176510172317,0.213277155717209,-2.57541638902148,2.44374287494218,-2.01657797369499,10.553832793224087,9.537254819529094,"Mike Trout","10155",545361
"Nico Hoerner ","CHC","2B",101.93000030517578,665,2.94321010077975,-3.10430290138772,0.213277155717209,4.62135595669871,-5.57628025801486,-0.902739946206914,9.27394518882176,9.371205242614845,"Nico Hoerner","21479",663538
"Bryan Reynolds ","PIT","OF/DH",204.72000122070312,644,-1.36078331585256,0.250176510172317,1.13200951739329,-1.99967460136387,-0.229598169376836,-2.20787005902766,10.553832793224087,9.345962734196432,"Bryan Reynolds","19326",668804
"Steven Kwan ","CLE","OF",169.60000610351562,665,3.05666161850312,-3.49894753804184,1.36169260781231,1.74264701841063,-5.19437439454072,-2.5323206878565,10.553832793224087,9.02151210536759,"Steven Kwan","24610",680757
"Alec Burleson ","STL","1B/OF/DH",175.19000244140625,602,2.54141898373127,-0.539112763135927,-1.62418756763495,-1.99967460136387,-0.993409896325125,-2.6149658447286,10.553832793224087,8.938866948495486,"Alec Burleson","27615",676475
"Brandon Nimmo ","TEX","OF",145.4600067138672,630,-1.49113781654446,-0.341790444808866,0.672643336555249,-0.848191026048636,-0.61150403285098,-2.6199799836977,10.553832793224087,8.933852809526389,"Brandon Nimmo","12927",607043
"Gleyber Torres ","DET","2B",261.510009765625,658,0.95602686156227,-0.341790444808866,0.90232642697427,-1.99967460136387,-0.993409896325125,-1.47652165396132,9.27394518882176,8.79742353486044,"Gleyber Torres","16997",650402
"Ryan Jeffers ","MIN","C/DH",298.05999755859375,523,-1.49893630555903,-2.51233594640654,-3.00228611014907,-2.86328728285029,-2.13912748674756,-12.0159731317125,19.785718440951914,8.769745309239429,"Ryan Jeffers","24618",680777
"J.T. Realmuto ","PHI","C",212.27000427246094,500,-1.66147365116921,-3.10430290138772,-3.92101847182516,-1.71180370753506,-2.13912748674756,-12.5377262186647,19.785718440951914,8.247992222287213,"J.T. Realmuto","11739",592663
"Matt Chapman ","SFG","3B",163.6199951171875,672,-4.96554152215732,1.63143273846174,1.59137569823133,-0.560320132219828,0.916119421045599,-1.38693379663847,8.538446347189781,8.15151255055131,"Matt Chapman","16505",656305
"Luis Arraez ","SFG","1B/DH",280.04998779296875,623,8.36643883269602,-3.49894753804184,-0.0164059347018114,-1.42393281370625,-6.34009198496315,-2.91293943871704,9.804671645785488,7.8917322070684515,"Luis Arraez","18568",650333
"Munetaka Murakami ","CHW","1B",999,588,-6.31037386794862,0.447498828499378,-0.0164059347018114,-0.27244923839102,3.20755460189047,-2.9441756106516,9.804671645785488,7.860496035133886,"Munetaka Murakami","37120",808959
"Mickey Moniak ","COL","OF",245.8300018310547,483,1.29931054069058,-2.11769130975241,-1.85387065805397,-0.848191026048636,-0.229598169376836,-3.75004062254128,10.553832793224087,7.80379217068281,"Mickey Moniak","19956",666160
"Ozzie Albies ","ATL","2B",150.5,630,-0.727536916380357,-0.144468126481805,-0.0164059347018114,-0.27244923839102,-1.37531575979927,-2.53617597575426,9.27394518882176,7.737769213067495,"Ozzie Albies","16556",645277
"Spencer Torkelson ","DET","1B",188.35000610351562,637,-3.991940569515,1.63143273846174,0.442960246136229,-3.1511581766791,1.67993114799389,-3.38877461360224,9.804671645785488,7.4158970321832545,"Spencer Torkelson","27465",679529
"Brenton Doyle ","COL","OF",166.25,595,-2.80671644337568,-1.32840203644417,-2.08355374847299,2.60625969989706,-0.61150403285098,-4.22391656124677,10.553832793224087,7.329916231977315,"Brenton Doyle","25479",686668
"Francisco Alvarez ","NYM","C",165.25,438,-2.02035430832665,-3.10430290138772,-4.61006774308222,-3.43902907050791,-0.61150403285098,-13.7852580561555,19.785718440951914,7.000460384796447,"Francisco Alvarez","26121",682626
"Bryson Stott ","PHI","2B",181.44000244140625,609,-0.387182363210243,-2.31501362807948,-1.16482138679691,3.46987238138348,-2.90293921369585,-3.300084210399,9.27394518882176,6.973860978422761,"Bryson Stott","26294",681082
"Jose Altuve ","HOU","2B/OF/DH",116.5199966430664,623,0.0191610008152177,-0.933757399790049,-0.935138296377892,0.303292549266595,-1.75722162327341,-3.30366376935954,9.27394518882176,6.970281419462216,"Jose Altuve","5417",514888
"Daulton Varsho ","TOR","OF",192.2100067138672,595,-4.92880643026205,0.447498828499378,-0.246089025120831,-0.560320132219828,0.534213557571454,-4.75350320153188,10.553832793224087,6.800329591692209,"Daulton Varsho","19918",662139
"Ramón Laureano ","SDP","OF",224.47999572753906,553,-1.77947741586957,-0.539112763135927,-1.85387065805397,-0.848191026048636,0.152307694097309,-4.8683441690108,10.553832793224087,6.685488624213292,"Ramon Laureano","17128",657656
"Gabriel Moreno ","ARI","C",181.22000122070312,443,2.42927347094731,-4.88020376633127,-5.06943392392026,-2.57541638902148,-4.04865680411828,-14.144437412444,19.785718440951914,6.641281028507936,"Gabriel Moreno","22664",672515
"Royce Lewis ","MIN","3B",193.64999389648438,574,-0.506809248929388,-0.341790444808866,-2.31323683889201,0.303292549266595,-0.229598169376836,-3.08814215274051,8.538446347189781,6.450304194449273,"Royce Lewis","20437",668904
"Willson Contreras ","BOS","1B",168.1999969482422,609,-2.76380598348465,0.250176510172317,-0.475772115539852,-1.99967460136387,0.534213557571454,-4.45486263264459,9.804671645785488,6.349809013140896,"Willson Contreras","11609",575929
"Iván Herrera ","STL","DH",178.42999267578125,594,1.11694108615367,-1.52572435477123,-0.705455205958872,-0.848191026048636,-1.37531575979927,-3.33774526042434,8.538446347189781,6.200701086765437,"Ivan Herrera","20599",671056
"Masyn Winn ","STL","SS",364.7799987792969,644,-0.229197264577044,-1.32840203644417,0.213277155717209,0.303292549266595,-2.90293921369585,-3.94396880973326,8.978848907125535,6.034880097392276,"Masyn Winn","27479",691026
"Austin Wells ","NYY","C",246.13999938964844,461,-3.42175385493994,-3.10430290138772,-4.61006774308222,-2.28754549519268,-1.37531575979927,-14.7989857544018,19.785718440951914,5.986732686550089,"Austin Wells","27562",669224
"Kerry Carpenter ","DET","OF/DH",236.22000122070312,497,-0.0591785460316765,-1.13107971811711,-2.31323683889201,-2.86328728285029,0.534213557571454,-5.83256882831964,10.553832793224087,5.72126396490445,"Kerry Carpenter","25961",681481
"Josh Lowe ","LAA","OF",297.0899963378906,511,-1.59093259333688,-2.7096582647336,-3.00228611014907,3.18200148755467,-1.75722162327341,-5.87809710393829,10.553832793224087,5.675735689285796,"Josh Lowe","19953",666139
"Matt McLain ","CIN","2B",144.3000030517578,623,-4.32774287570813,-0.933757399790049,-0.705455205958872,1.74264701841063,-0.61150403285098,-4.83581249589739,9.27394518882176,5.438132692924365,"Matt McLain","29695",680574
"Jordan Beck ","COL","OF",232.9199981689453,581,-2.56908579295618,-1.92036899142535,-1.39450447721593,1.45477612458183,-1.75722162327341,-6.18640476028906,10.553832793224087,5.36742803293503,"Jordan Beck","31431",687597
"Luke Keaschall ","MIN","2B",114.8499984741211,567,-0.604980904703014,-2.7096582647336,-2.08355374847299,3.75774327521229,-3.28484507716999,-4.92529471986731,9.27394518882176,5.34865046895445,"Luke Keaschall","33321",807712
"Jakob Marsee ","MIA","OF",137.0800018310547,581,-6.06656784953334,-4.09091449302302,-1.16482138679691,8.36367757647321,-3.28484507716999,-6.24347123005006,10.553832793224087,5.31036156317403,"Jakob Marsee","31370",805300
"Alec Bohm ","PHI","3B",239.8699951171875,609,2.34669879320281,-0.933757399790049,-0.935138296377892,-2.57541638902148,-2.13912748674756,-4.23674077873418,8.538446347189781,5.301705568455605,"Alec Bohm","21618",664761
"Eugenio Suárez ","CIN","3B",97.91999816894531,609,-4.84753775745696,1.63143273846174,-1.39450447721593,-2.86328728285029,3.20755460189047,-4.26634217717097,8.538446347189781,5.272104170018809,"Eugenio Suarez","12552",553993
"Otto Lopez ","MIA","2B/SS",229.16000366210938,609,1.19365751198177,-2.7096582647336,-1.39450447721593,1.45477612458183,-3.66675094064414,-5.12248004603007,9.27394518882176,5.1514651427916895,"Otto Lopez","19608",672640
