Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Kyle Schwarber ","PHI","DH",24.690000534057617,380.55,-3.166970653956922,9.850629788699827,6.871844464872372,-1.9109089401653767,10.200886376648075,21.84548103609798,6.883045326965682,29.72852636306366,"Kyle Schwarber","16478",656941
"Cal Raleigh ","SEA","C/DH",18.729999542236328,313.71,-4.183415512152336,4.593462036676532,1.0865534177673588,-1.2273836888261054,6.038845643858757,6.308061897324205,22.027786544860128,29.335848442184336,"Cal Raleigh","21534",663728
"Bryce Harper ","PHI","1B",47.900001525878906,376.469,4.98732000430627,5.56964434364752,5.3249197551456255,0.13631825900143635,3.9992985604126488,20.017500922513506,7.5297211335921235,28.54722205610563,"Bryce Harper","11579",547180
"Corbin Carroll ","ARI","OF",14.100000381469727,351.666,0.9506175168727561,1.9896924551707993,5.669464345436288,5.9144651744799095,1.7357044441180511,16.259943936077804,10.773252038224797,28.0331959743026,"Corbin Carroll","25878",682998
"Pete Crow-Armstrong ","CHC","OF",32.939998626708984,360.06,-0.30540939981096765,2.1012192102774234,4.425345060110963,6.848435458994928,2.7510973292045975,15.820687658776945,10.773252038224797,27.59393969700174,"Pete Crow-Armstrong","27769",691718
"Jackson Chourio ","MIL","OF",19.3799991607666,351.616,3.841811138116569,3.377646911406926,2.6918010517056015,3.3991953369004366,1.823114935812772,15.133569373942303,10.773252038224797,26.9068214121671,"Jackson Chourio","28806",694192
"Byron Buxton ","MIN","OF/DH",73.4800033569336,299.928,1.6860102494356044,3.4512595679598936,2.9698475266484565,0.42807494349435904,5.790731494242556,14.325923781780869,10.773252038224797,26.099175820005666,"Byron Buxton","14161",621439
"Junior Caminero ","TBR","3B",16.479999542236328,367.078,3.068043206374202,7.53628862108646,3.235776723447914,-2.160135643355993,6.313531390396013,17.993504297948597,6.883045326965682,25.87654962491428,"Junior Caminero","28163",691406
"Gunnar Henderson ","BAL","SS",12.510000228881836,368.301,2.03770494056529,2.810028785544837,5.1588544193926955,2.5385092889228873,2.909669762443156,15.454767196868865,9.034025687351658,25.488792884220523,"Gunnar Henderson","26289",683002
"Iván Herrera ","STL","C/DH",178.42999267578125,326.137,3.0698129944600017,-0.2433104996182087,0.856552885573156,-0.8807235220802869,-0.8986575492003444,1.9036743091343178,22.027786544860128,24.931460853994444,"Ivan Herrera","20599",671056
"Drake Baldwin ","ATL","C/DH",78.62999725341797,324.863,1.2779652877632925,1.4218448454443506,0.20403345079367424,-2.994620735141705,1.0369579751456208,0.9461808240052333,22.027786544860128,23.97396736886536,"Drake Baldwin","31539",686948
"William Contreras ","MIL","C/DH",56.560001373291016,331.973,2.678749797640682,0.5302748011950056,-0.5193085856509471,-1.8985099143919406,-1.4118145271163207,-0.6206084283235209,22.027786544860128,22.407178116536606,"William Contreras","20503",661388
"Jazz Chisholm Jr. ","NYY","2B/3B",19.520000457763672,336.014,-2.6503150329544103,0.94654171033748,3.5974336828720546,7.570523365676814,2.8845702245380633,12.34875395047,8.88539196677745,22.234145917247453,"Jazz Chisholm Jr.","20454",665862
"Fernando Tatis Jr. ","SDP","2B/OF",14.010000228881836,362.45,1.938340656910167,0.5160095555324512,3.7900364060521547,6.146869509881913,-0.10957918027247805,12.28167694810421,8.88539196677745,22.167068914881657,"Fernando Tatis Jr.","19709",665487
"Pete Alonso ","BAL","1B",24.440000534057617,368.301,0.08541883337594873,5.604547517781875,3.9676102739876886,-2.39959848427165,5.939083365832307,13.197061506706174,7.5297211335921235,21.726782640298293,"Pete Alonso","19251",624413
"Trea Turner ","PHI","SS",26.780000686645508,361.166,4.192554494040942,0.6510782312583032,2.9618368234507444,4.958772991261755,-1.078107249804142,11.686135290207602,9.034025687351658,21.72016097755926,"Trea Turner","16252",607208
"Kyle Tucker ","LAD","OF",13.130000114440918,349.791,0.9055936297140131,1.815235457322862,3.853568114985926,1.5303106238855264,1.4040538568550738,9.508761682763401,10.773252038224797,21.2820137209882,"Kyle Tucker","18345",663656
"CJ Abrams ","WSN","SS",65,351.561,0.7165538738490274,1.4718254699130278,2.533652225202639,5.53407340542105,0.9374379346787602,11.193542909064504,9.034025687351658,21.22756859641616,"CJ Abrams","25768",682928
"Elly De La Cruz ","CIN","SS",8.449999809265137,323.522,0.6945910477397698,-0.17654751589622092,2.8450644458442156,6.592720647743148,1.0225745377432058,10.978403163174118,9.034025687351658,21.012428850525776,"Elly De La Cruz","26668",682829
"Salvador Perez ","KCR","C/1B/DH",91.13999938964844,313.571,-0.9494417920345223,2.6560427095867842,-2.425854540826704,-3.3241346707552633,1.4337407685448806,-2.6096475254848257,22.027786544860128,20.418139019375303,"Salvador Perez","7304",521692
"Andy Pages ","LAD","OF",133.4199981689453,330.802,1.2706593417037144,2.1927916825605234,2.113959141049688,-0.17111697931005238,2.106685443610141,7.512978629614015,10.773252038224797,19.28623066783881,"Andy Pages","24816",681624
"Cody Bellinger ","NYY","OF",80.98999786376953,352.11,1.0413988057197583,1.8105568700567973,1.8458002188603444,0.917214808601557,1.6357954260314662,7.250766129269924,10.773252038224797,19.02401816749472,"Cody Bellinger","15998",641355
"Vladimir Guerrero Jr. ","TOR","1B/DH",18.049999237060547,372.435,6.2522582786600465,2.1328999984211308,3.098491153430395,-1.4019812992217298,0.16031305763368295,10.241981188923525,7.5297211335921235,18.77170232251565,"Vladimir Guerrero Jr.","19611",665489
"Michael Harris II ","ATL","OF",99.06999969482422,339.765,2.191648099487425,1.1115670415088361,1.5074302527262904,1.5509182131181427,0.5876166189374881,6.949180225778183,10.773252038224797,18.722432264002983,"Michael Harris II","25931",671739
"Willson Contreras ","BOS","1B",168.1999969482422,350.523,1.3505346507859923,4.014521104857741,2.9165773344995407,-1.8450989481244344,3.3398708576328127,9.776404999651652,7.5297211335921235,18.306126133243776,"Willson Contreras","11609",575929
"Matt Olson ","ATL","1B",48.0099983215332,374.536,-0.3920407868506545,4.836225928014534,3.7355121691064053,-2.6993530838201516,4.13603933359326,9.616383560043394,7.5297211335921235,18.146104693635515,"Matt Olson","14344",621566
"Tyler Soderstrom ","ATH","1B/OF",82.8499984741211,342.086,0.975594353449689,2.4385064240077856,2.1130720308851116,-1.7405827579199202,2.0750885819312685,5.861678632353933,10.773252038224797,17.634930670578733,"Tyler Soderstrom","27467",691016
"Freddie Freeman ","LAD","1B",67.87999725341797,349.791,4.388281324324432,2.288755586907688,2.9825159096801497,-1.511938119139074,0.815192983152969,8.962807684926167,7.5297211335921235,17.49252881851829,"Freddie Freeman","5361",518692
"Francisco Lindor ","NYM","SS",25.350000381469727,324.59,1.0062536541334892,0.4626227176843974,1.8836760270122521,2.9232765066465274,1.176728464726571,7.452557370203237,9.034025687351658,17.486583057554892,"Francisco Lindor","12916",596019
"Jarren Duran ","BOS","OF",64.04000091552734,342.512,-0.35471795848683696,-0.0009791433125078512,2.2712082044697195,4.112650913171793,-0.5576458777836395,5.470516138058528,10.773252038224797,17.243768176283325,"Jarren Duran","24617",680776
"Zach Neto ","LAA","SS",32.29999923706055,349.956,-2.7710502704071858,0.9022573319469781,2.322032165736919,4.4564433797937895,2.2228307835092656,7.132513390579767,9.034025687351658,17.166539077931425,"Zach Neto","31347",687263
"Adley Rutschman ","BAL","C/DH",148.92999267578125,308.108,0.11355002652974946,-0.8893268015712043,-1.22495621871782,-3.0348884417889788,-1.0846156373126148,-6.12023707286087,22.027786544860128,16.90754947199926,"Adley Rutschman","26288",668939
"Riley Greene ","DET","OF/DH",78.4800033569336,358.002,0.545851762301768,2.4634624938854004,2.188254265863011,-2.433542587596403,1.838911037444905,4.60293697189868,10.773252038224797,16.376189010123475,"Riley Greene","25976",682985
"Brent Rooker ","ATH","OF/DH",42.11000061035156,288.445,1.6865361209568575,1.4611502650185781,0.48113236273981913,-1.7635803488444768,2.687881478377467,4.5531198782482445,10.773252038224797,16.326371916473043,"Brent Rooker","19627",667670
"Alec Burleson ","STL","1B/OF/DH",175.19000244140625,350.622,2.9713423111324664,2.3214672502117146,0.4601116477148634,-1.840450136840778,0.44159803076425785,4.354069102982525,10.773252038224797,16.127321141207325,"Alec Burleson","27615",676475
"Ketel Marte ","ARI","2B/DH",32.63999938964844,336.595,2.392253981609376,3.106449849126082,1.5440323337639255,-2.366038419746558,1.4719898462832322,6.148687591036059,8.88539196677745,16.034079557813513,"Ketel Marte","13613",606466
"Bo Bichette ","NYM","3B/SS",92.86000061035156,370.251,5.922169448126105,1.3100429499977344,1.3835103821297354,-1.5339928011508304,-1.204922688361695,5.87680729074105,9.034025687351658,15.910832978092706,"Bo Bichette","19612",666182
"Brice Turang ","MIL","2B",48.18000030517578,363.402,-0.4201100450351272,-0.14609945259457402,1.8661657938905416,5.316039270821364,-1.2560458771696388,5.359949689912566,8.88539196677745,15.245341656690018,"Brice Turang","22186",668930
"Yandy Díaz ","TBR","1B/DH",138.63999938964844,356.368,5.434658381394627,2.749986915630339,1.1218311600173059,-2.8134145971577764,0.20742011074815442,6.700481970632651,7.5297211335921235,15.230203104224774,"Yandy Diaz","16578",650490
"Mookie Betts ","LAD","SS",60.58000183105469,337.798,1.8905409025439246,1.1860639919056208,2.3826972857236677,-0.9028175891681568,0.6345891603301687,5.1910737513352245,9.034025687351658,15.22509943868688,"Mookie Betts","13611",605141
"Seiya Suzuki ","CHC","OF/DH",113.43000030517578,333.837,-0.09919938467319246,1.568348065343582,1.7011872032362125,-1.2033290134370904,1.4759797783945372,3.4429866488640486,10.773252038224797,15.216238687088849,"Seiya Suzuki","30116",673548
"Wyatt Langford ","TEX","OF",37.75,344.88,-1.622546030851751,-0.23430896500152737,2.075580027923266,2.6809224306225423,0.18055910981960918,3.080206572512139,10.773252038224797,14.85345861073694,"Wyatt Langford","33333",694671
"Jackson Merrill ","SDP","OF",70.79000091552734,347.874,-0.04558327100306544,0.8844452990195487,0.9339381342244174,1.1368254440876115,0.1528386313959842,3.062464237724496,10.773252038224797,14.835716275949293,"Jackson Merrill","29490",701538
"Jordan Walker ","STL","OF",511.7200012207031,342.786,-1.2198221407957985,1.3525635466454058,1.1787974102053211,0.832527837763061,0.768625723831139,2.9126923776491287,10.773252038224797,14.685944415873925,"Jordan Walker","27475",691023
"Ian Happ ","CHC","OF",184.86000061035156,356.026,-3.302313260623216,2.3555077572538683,2.239484526397346,-0.964216589914656,1.921599643633121,2.2500620767464636,10.773252038224797,14.023314114971262,"Ian Happ","17919",664023
"Jeremy Peña ","HOU","SS",122.9800033569336,335.249,3.1951442163512787,-0.9864897891468055,1.1989028974693587,1.6452980295873867,-1.3041847691196666,3.748670585141553,9.034025687351658,13.782696272493212,"Jeremy Pena","21636",665161
"Bryan Reynolds ","PIT","OF/DH",204.72000122070312,344.595,1.4331145707792232,0.8327873998145016,1.6743714516052604,-1.5892817631208056,-0.3734282898290879,1.9775633692490915,10.773252038224797,13.750815407473889,"Bryan Reynolds","19326",668804
"J.T. Realmuto ","PHI","C",212.27000427246094,266.283,-0.10627075322296138,-3.018670332896678,-3.043226980179227,-0.8588336535751921,-2.7348881271030656,-9.761889846977125,22.027786544860128,13.265896697883006,"J.T. Realmuto","11739",592663
"Samuel Basallo ","BAL","C/DH",160.94000244140625,262.198,-1.5597288067005202,-1.6335189439671078,-3.530256084050964,-2.7504970066821204,-0.41602250379256495,-9.890023345193278,22.027786544860128,13.13776319966685,"Samuel Basallo","28824",694212
"Dillon Dingler ","DET","C",254.6199951171875,254.866,-0.5267366749898033,-1.9879681865902452,-3.4768481156799735,-3.0723506136067837,-0.8602576552890755,-9.924161246155883,22.027786544860128,13.103625298704246,"Dillon Dingler","27464",693307
"Brandon Marsh ","PHI","OF",609.72998046875,322.396,2.229601857396805,-0.4893424334224918,0.11294368568553315,0.4696307273913439,-1.1039276773697417,1.2189061596814486,10.773252038224797,12.992158197906246,"Brandon Marsh","20202",669016
"Josh Naylor ","SEA","1B/DH",67.45999908447266,329.645,1.0136429128001039,0.45444780557389286,0.31660365362695564,2.3125212901715693,0.2594592603282934,4.356674922500815,7.5297211335921235,12.886396056092938,"Josh Naylor","18839",647304
"Sal Stewart ","CIN","1B/3B",161.8699951171875,327.479,1.5387135362727002,1.3645627893331784,0.7710880456131455,-0.2566388588700553,1.408435678095233,4.8261611904442026,6.883045326965682,12.709206517409887,"Sal Stewart","31505",701398
"Randy Arozarena ","SEA","OF",89.37999725341797,318.69,-1.7596925366086384,-1.798871079385092,1.0273447892711036,4.323593538387423,-0.876814825407705,0.915559886257092,10.773252038224797,12.68881192448189,"Randy Arozarena","19290",668227
"Ronald Acuña Jr. ","ATL","OF",5.260000228881836,256.314,1.9435728824335463,-2.7316797345058137,-0.5476665874412346,3.105702141072545,-0.9813979802510683,0.788530721307975,10.773252038224797,12.561782759532774,"Ronald Acuna Jr.","18401",660670
"Wilyer Abreu ","BOS","OF",199.89999389648438,319.477,-0.4749101453880513,1.3447478789089518,-0.38328830746879855,-0.3016808395390913,0.5490560097222613,0.7339245962352717,10.773252038224797,12.507176634460068,"Wilyer Abreu","23772",677800
"Xander Bogaerts ","SDP","SS",237.1999969482422,336.213,1.4339586268633648,-0.7514166109803694,0.3572757567350326,2.7464443764099604,-1.5962749349322871,2.189987214095701,9.034025687351658,12.224012901447358,"Xander Bogaerts","12161",593428
"Jacob Wilson ","ATH","SS",196.44000244140625,335.001,8.648483103875078,-1.1438063848535822,0.14518472753059117,-1.6870353848034365,-3.83583483451234,2.126991227236311,9.034025687351658,12.161016914587968,"Jacob Wilson","33266",805779
"Taylor Ward ","BAL","OF",148.42999267578125,360.139,-1.2201645597707373,0.8210236484220925,2.0354027945108,-1.7558146273386666,0.3754724177129307,0.25591967353641965,10.773252038224797,12.029171711761217,"Taylor Ward","17548",621493
"Willy Adames ","SFG","SS",133.92999267578125,360.257,-4.186490203909945,2.2239029662450336,1.7493596751684029,-0.19234073227698265,2.267650555051465,1.8620822602779747,9.034025687351658,11.896107947629632,"Willy Adames","15986",642715
"Gabriel Moreno ","ARI","C",181.22000122070312,238.128,2.3518699244554186,-3.687315425956264,-4.371453025561264,-1.8225569615646713,-3.636742637565198,-11.166198126191977,22.027786544860128,11.86158841866815,"Gabriel Moreno","22664",672515
"George Springer ","TOR","OF/DH",94.37999725341797,322.51,-1.309904222525534,-0.5579508999489674,0.9372405459147344,0.5813569938989426,0.30327106740980003,-0.045986515251024374,10.773252038224797,11.727265522973772,"George Springer","12856",543807
"José Caballero ","NYY","2B/3B/SS/OF",200.02999877929688,308.851,-3.8934489450837573,-4.985164424560514,0.7184547170213658,12.334111818322148,-2.901873365971816,1.2720797997274258,8.88539196677745,11.157471766504877,"Jose Caballero","23401",676609
"Mike Trout ","LAA","OF/DH",178.44000244140625,283.534,-0.8387796279101007,0.28030920156917755,-0.46090412041006074,-1.647686400240862,2.0416469880678343,-0.6254139589240121,10.773252038224797,11.147838079300787,"Mike Trout","10155",545361
"Nico Hoerner ","CHC","2B",101.93000030517578,368.128,2.588043949686839,-2.5012755317158355,1.504285299575486,4.755128818617561,-5.087022109483785,1.2591604266802658,8.88539196677745,11.144552393457715,"Nico Hoerner","21479",663538
"Christian Walker ","HOU","1B",212.94000244140625,357.07,-4.2557277596970655,3.6309214040298627,1.474299288957022,-2.536467181589208,4.263810329447173,2.5768360811477833,7.5297211335921235,11.106557214739906,"Christian Walker","13419",572233
"Manny Machado ","SDP","3B",37.52000045776367,340.1,-0.5177533071057784,2.3029463404257906,0.39724491993457034,-1.0917622084571692,1.9570810407928043,3.0477567855902175,6.883045326965682,10.9308021125559,"Manny Machado","11493",592518
"Rafael Devers ","SFG","1B/DH",61.619998931884766,360.257,-1.801797307950593,2.9259217415053085,1.8308627458038866,-2.8777812016357984,2.295319208612582,2.372525186335386,7.5297211335921235,10.902246319927508,"Rafael Devers","17350",646240
"Ceddanne Rafaela ","BOS","2B/OF",125.02999877929688,338.506,-0.33224743809465684,-0.6832286646241873,0.39504331214102567,3.271273707526738,-1.656772018534129,0.9940688984147904,8.88539196677745,10.879460865192241,"Ceddanne Rafaela","24262",678882
"Jose Altuve ","HOU","2B/OF/DH",116.5199966430664,328.306,0.478781931445071,-0.15402085111670163,0.5170329097487321,-0.1147836952870416,0.13512908596382986,0.8621393807538897,8.88539196677745,10.747531347531341,"Jose Altuve","5417",514888
"Xavier Edwards ","MIA","2B/SS",182.42999267578125,337.021,5.002707516010423,-3.5107840621825788,-0.03860312919642871,4.654462210835091,-5.304620295185504,0.8031622402810017,8.88539196677745,10.688554207058454,"Xavier Edwards","22266",669364
"Otto Lopez ","MIA","2B/SS",229.16000366210938,337.021,3.774691823280668,-1.375841004418098,-0.4779827484279287,2.2964543748010855,-3.5527674354925787,0.6645550097431473,8.88539196677745,10.5499469765206,"Otto Lopez","19608",672640
"Miguel Vargas ","CHW","1B/3B",303.0899963378906,352.815,-1.90315344886969,1.203156334598748,1.730717708793944,0.18782680258546994,1.4114490900444456,2.6299964871529173,6.883045326965682,10.5130418141186,"Miguel Vargas","20178",678246
"Dansby Swanson ","CHC","SS",152.30999755859375,364.094,-4.070091540101815,0.8517516580085349,1.763768537413639,1.4090485031307107,0.43783810787419697,0.3923152663252663,9.034025687351658,10.426340953676924,"Dansby Swanson","18314",621020
"Teoscar Hernández ","LAD","OF",125.41999816894531,270.838,1.5540251651746333,-0.42737337964184935,-1.1670536525716306,-1.8927923540742446,0.47414229751392645,-1.4590519235991646,10.773252038224797,10.314200114625633,"Teoscar Hernandez","13066",606192
"Maikel Garcia ","KCR","3B",63.150001525878906,348.412,2.2503238410075803,-1.895460958042893,1.656138596257571,3.7000193716341285,-3.4808362732366818,2.2301845776197053,6.883045326965682,10.113229904585388,"Maikel Garcia","22715",672580
"Daylen Lile ","WSN","OF/DH",206.50999450683594,324.441,1.9749994838610703,-1.2357405044831347,-0.7555737183100509,1.4360290642612195,-3.0839105247391547,-1.6641961994100507,10.773252038224797,10.109055838814747,"Daylen Lile","29995",695734
"Christian Yelich ","MIL","OF/DH",127.22000122070312,309.383,-0.32867919065890244,-0.493319352747267,-0.8548906921077346,0.8734973741159503,-0.8796302547360996,-1.683022116134053,10.773252038224797,10.090229922090744,"Christian Yelich","11477",592885
"Liam Hicks ","MIA","C/1B/DH",748.5399780273438,275.2,-0.5574412915015647,-2.890308353143906,-4.124794926354408,-2.8586045806302556,-3.006837637360254,-13.437986788990388,22.027786544860128,9.589799755869741,"Liam Hicks","29844",689414
"Brandon Nimmo ","TEX","OF",145.4600067138672,336.906,-0.7882345163799406,-0.6095331055233619,0.6538812511431397,-1.0848134185126888,-0.5642369521513951,-2.3929367414242466,10.773252038224797,9.38031529680055,"Brandon Nimmo","12927",607043
"Geraldo Perdomo ","ARI","SS",76.7699966430664,362.719,-0.18728560116242352,-2.7358188544677016,2.1442586628673603,3.3479552156469854,-3.3520264509253024,-0.7829170280410814,9.034025687351658,9.251108659310574,"Geraldo Perdomo","22799",672695
"Luis Arraez ","SFG","1B/2B/DH",280.04998779296875,337.304,9.273424441222158,-2.434117259033772,-0.9758385327709859,-0.7605812000052047,-6.021183016399691,-0.9182955669874953,8.88539196677745,8.967096399789956,"Luis Arraez","18568",650333
"José Ramírez ","CLE","3B/DH",6.28000020980835,239.043,2.405210312716947,-2.2757794000562823,-2.4478734305217853,4.170492357426454,-0.9484961801802757,0.9035536593850572,6.883045326965682,8.786598986350741,"Jose Ramirez","13510",608070
"Will Smith ","LAD","C",95.69000244140625,199.88,0.6701382026349935,-4.479810317341374,-5.068549394640758,-2.9378485888420047,-2.461228396383107,-14.277298494572252,22.027786544860128,8.750488050287876,"Will Smith","19197",669257
"Brandon Lowe ","PIT","2B",187.57000732421875,276.871,-0.6637061194630477,1.2884630563444757,-1.4591814197623432,-2.6329374947726323,2.1164547213438487,-1.3509072563096993,8.88539196677745,8.534484710467751,"Brandon Lowe","18882",664040
"Bryson Stott ","PHI","2B",181.44000244140625,337.7,-0.7333335832065462,-1.7133985525436484,-0.08565370903459019,3.7380178734997362,-2.567571267344445,-1.361939238629494,8.88539196677745,8.523452728147957,"Bryson Stott","26294",681082
"Ryan O'Hearn ","PIT","1B/OF/DH",285.44000244140625,299.777,2.054284663188553,-0.250245477969448,-1.602477125997872,-2.580487345962988,-0.874528708439085,-3.25345399518084,10.773252038224797,8.51979804304396,"Ryan O'Hearn","16442",656811
"Eugenio Suárez ","CIN","3B/DH",97.91999816894531,315.607,-4.053872382857274,3.2159304732326786,-0.186228945268559,-2.831492484323947,4.46813072333847,0.6124673841213691,6.883045326965682,8.495512711087052,"Eugenio Suarez","12552",553993
"Lourdes Gurriel Jr. ","ARI","OF",689.0700073242188,328.557,0.6225663751100032,0.2200666834591398,-1.3110466751964305,-1.2731534014067376,-1.7432426750817913,-3.4848096931158157,10.773252038224797,8.288442345108983,"Lourdes Gurriel Jr.","19238",666971
"Jonathan Aranda ","TBR","1B",195.60000610351562,333,0.874274045144875,1.9912279545354707,-0.43981732903370235,-3.201057440051042,0.49424219194154306,-0.28113057746285514,7.5297211335921235,8.248590556129269,"Jonathan Aranda","21837",666018
"Corey Seager ","TEX","SS",95.08999633789062,276.103,0.8497825349612053,0.6750851270372553,-1.865417422306221,-2.8483826438463566,1.4014626137296642,-1.787469790424453,9.034025687351658,8.246555896927202,"Corey Seager","13624",608369
"Ezequiel Tovar ","COL","SS",209.22999572753906,339.289,0.6283227261519687,0.20916800213133457,-0.42733452213786366,-0.6998060478859194,-1.55896918615195,-1.8486190278924297,9.034025687351658,8.185406659459227,"Ezequiel Tovar","24064",678662
"Carter Jensen ","KCR","C/DH",999,253.843,-2.8663050244697064,-2.9211312801402145,-4.4914772031846955,-2.17481818016261,-2.400353981198059,-14.854085669155284,22.027786544860128,8.173700875704842,"Carter Jensen","29478",695600
"Colson Montgomery ","CHW","3B/SS",254.75,348.828,-5.835266773245291,3.36530043920711,0.7330702435997124,-2.2482695631206577,4.260358444223032,0.2751927906639062,6.883045326965682,8.15823811762959,"Colson Montgomery","29712",695657
"Austin Riley ","ATL","3B",59.36000061035156,347.712,-1.1042869387877343,1.6401104331472582,0.9338748696326489,-2.2026954036182875,0.9451417878358772,0.21214474820976248,6.883045326965682,8.095190075175445,"Austin Riley","18360",663586
"Willi Castro ","COL","2B/3B/OF",256.3399963378906,306.163,0.9817836472189753,-1.9486940056572397,-0.8159421976553958,0.7817880579295009,-2.788481440256625,-3.7895459384207837,10.773252038224797,7.983706099804014,"Willi Castro","17338",650489
"JJ Wetherholt ","STL","2B",999,346.704,-0.6472850660011427,-0.20807931975102406,0.18753826289989386,0.019661584777483754,-1.617552243651944,-2.265716781726733,8.88539196677745,7.619675185050718,"JJ Wetherholt","34985",802139
"Alejandro Kirk ","TOR","C",160.25,240.635,0.4572783697244302,-4.197362538275879,-5.08085787243928,-3.3199384619251116,-3.340548699634302,-15.48142920255014,22.027786544860128,7.546357342309987,"Alejandro Kirk","22581",672386
"Mickey Moniak ","COL","OF/DH",245.8300018310547,229.873,1.2473362837199473,-1.0029861946843168,-3.3862574379068953,-1.2908937022062237,0.16578028947738457,-4.267020761600104,10.773252038224797,7.506231276624693,"Mickey Moniak","19956",666160
"Zack Gelof ","ATH","2B/3B",999,281.36,-1.7574705139373088,-1.906823413044222,-0.7787665176523925,1.9877747327606978,-0.11966755940679802,-2.5749532712800236,8.88539196677745,7.310438695497427,"Zack Gelof","29766",680869
"Kevin McGonigle ","DET","3B/SS",999,361.969,-0.08201663858000452,-0.6918733578392195,1.4585365644479393,0.6975986839062882,-2.0565624008643417,-0.6743171489293383,6.883045326965682,7.208728178036344,"Kevin McGonigle","33572",805808
"Jo Adell ","LAA","OF",120.33000183105469,313.275,-3.603984425579437,0.09162780858951405,-1.3913659950259343,-1.0598199511177848,1.293447954226067,-4.670094608907574,10.773252038224797,7.103157429317224,"Jo Adell","20220",666176
"Ozzie Albies ","ATL","2B",150.5,351.686,-0.8979765853481126,0.12386848930281187,0.041255062053073395,-0.8709244602512408,-1.2466259805314919,-2.8504034747749603,8.88539196677745,7.03498849200249,"Ozzie Albies","16556",645277
"Kerry Carpenter ","DET","OF/DH",236.22000122070312,267.758,-1.3079475465087331,0.1946997053008385,-2.3436639949606692,-2.9042949055226246,1.6102515918331852,-4.750955149858003,10.773252038224797,7.022296888366795,"Kerry Carpenter","25961",681481
"Isaac Paredes ","HOU","3B",243.60000610351562,343.184,-2.5259388377142495,1.326410796511756,1.2365045590569366,-3.077544023059622,2.1202059097065207,-0.9203615954986583,6.883045326965682,6.962683731467025,"Isaac Paredes","20036",670623
"Casey Schmitt ","SFG","1B/2B/3B/OF/DH",999,315.35,-1.7085193154054006,-0.41472773737802504,-1.5210485669926934,-1.1356596890050077,-0.18060136937809076,-4.960556678159218,10.773252038224797,6.812695360065579,"Casey Schmitt","27577",669477
"JJ Bleday ","CIN","OF",748.5800170898438,292.851,-2.9255179212596953,0.20612944352941426,-1.4073888073011767,-2.29718541596251,1.4541475360347647,-4.969815164959204,10.773252038224797,6.8034368732655945,"JJ Bleday","26368",668709
"Marcus Semien ","NYM","2B",266.25,343.45,-3.0159556919061967,0.05983167777052645,-0.04940590971085883,-0.19785080048637482,-0.040605528990503875,-3.2439862533234076,8.88539196677745,6.641405713454043,"Marcus Semien","12533",543760
